name;term;party;city;birth_year
Ali KÜÇÜKAYDIN;24;AK PARTÝ;ADANA;1948
Ali HALAMAN;24;MHP;ADANA;1954.0
Ali DEMÝRÇALI;24;CHP;ADANA;1965.0
Fatoþ GÜRKAN;24;AK PARTÝ;ADANA;1966
Mehmet Necati ÇETÝNKAYA;24;AK PARTÝ;ADANA;1943.0
Mehmet Þükrü ERDÝNÇ;24;AK PARTÝ;ADANA;1976
Muharrem VARLI;24;MHP;ADANA;1969.0
Murat BOZLAK;24;HDP;ADANA;1952.0
Necdet ÜNÜVAR;24;AK PARTÝ;ADANA;1960
Osman Faruk LOÐOÐLU;24;CHP;ADANA;1941.0
Ömer ÇELÝK;24;AK PARTÝ;ADANA;1968.0
Seyfettin YILMAZ;24;MHP;ADANA;1968.0
Turgay DEVELÝ;24;CHP;ADANA;1962
Ümit ÖZGÜMÜÞ;24;CHP;ADANA;1956.0
Ahmet AYDIN;24;AK PARTÝ;ADIYAMAN;1971
Mehmet ERDOÐAN;24;AK PARTÝ;ADIYAMAN;1964.0
Mehmet METÝNER;24;AK PARTÝ;ADIYAMAN;1960.0
Muhammed Murtaza YETÝÞ;24;AK PARTÝ;ADIYAMAN;1972.0
Salih FIRAT;24;AK PARTÝ;ADIYAMAN;1960.0
Ahmet TOPTAÞ;24;CHP;AFYONKARAHÝSAR;1949.0
Halil ÜRÜN;24;AK PARTÝ;AFYONKARAHÝSAR;1968.0
Kemalettin YILMAZ;24;MHP;AFYONKARAHÝSAR;1956.0
Sait AÇBA;24;AK PARTÝ;AFYONKARAHÝSAR;1950.0
Veysel EROÐLU;24;AK PARTÝ;AFYONKARAHÝSAR;1948.0
Ekrem ÇELEBÝ;24;AK PARTÝ;AÐRI;1965.0
Fatma SALMAN;24;AK PARTÝ;AÐRI;1970.0
Halil AKSOY;24;HDP;AÐRI;1948.0
Mehmet Kerim YILDIZ;24;AK PARTÝ;AÐRI;1965
Ali Rýza ALABOYUN;24;AK PARTÝ;AKSARAY;1957.0
Ýlknur ÝNCEÖZ;24;AK PARTÝ;AKSARAY;1973.0
Ruhi AÇIKGÖZ;24;AK PARTÝ;AKSARAY;1963.0
Avni ERDEMÝR;24;AK PARTÝ;AMASYA;1964.0
Mehmet Naci BOSTANCI;24;AK PARTÝ;AMASYA;1957.0
Ramis TOPAL;24;CHP;AMASYA;1960.0
Ahmet ÝYÝMAYA;24;AK PARTÝ;ANKARA;1950.0
Ali BABACAN;24;AK PARTÝ;ANKARA;1967.0
Aylin NAZLIAKA;24;CHP;ANKARA;1968.0
Ayþe Gülsün BÝLGEHAN;24;CHP;ANKARA;1957.0
Bülent GEDÝKLÝ;24;AK PARTÝ;ANKARA;1964
Bülent KUÞOÐLU;24;CHP;ANKARA;1958
Cemil ÇÝÇEK;24;AK PARTÝ;ANKARA;1946.0
Cevdet ERDÖL;24;AK PARTÝ;ANKARA;1958
Emine Ülker TARHAN;24;ANAPARTÝ;ANKARA;1963.0
Emrullah ÝÞLER;24;AK PARTÝ;ANKARA;1960.0
Fatih ÞAHÝN;24;AK PARTÝ;ANKARA;1979
Gökhan GÜNAYDIN;24;CHP;ANKARA;1964
Haluk ÝPEK;24;AK PARTÝ;ANKARA;1963.0
Ýzzet ÇETÝN;24;CHP;ANKARA;1953.0
Levent GÖK;24;CHP;ANKARA;1959.0
Mehmet Emrehan HALICI;24;E-PARTÝ;ANKARA;1956.0
Mustafa ERDEM;24;MHP;ANKARA;1957.0
Nazmi Haluk ÖZDALGA;24;BAÐIMSIZ;ANKARA;1948
Nurdan ÞANLI;24;AK PARTÝ;ANKARA;1954.0
Özcan YENÝÇERÝ;24;MHP;ANKARA;1954
Seyit SERTÇELÝK;24;AK PARTÝ;ANKARA;1964.0
Sinan Aydýn AYGÜN;24;CHP;ANKARA;1959.0
Süleyman Sencer AYATA;24;CHP;ANKARA;1949
Tülay SELAMOÐLU;24;AK PARTÝ;ANKARA;1966.0
Ülker GÜZEL;24;AK PARTÝ;ANKARA;1944.0
Yalçýn AKDOÐAN;24;AK PARTÝ;ANKARA;1969.0
Yýldýrým Tuðrul TÜRKEÞ;24;MHP;ANKARA;1954
Zelkif KAZDAL;24;AK PARTÝ;ANKARA;1975.0
Arif BULUT;24;CHP;ANTALYA;1963.0
Deniz BAYKAL;24;CHP;ANTALYA;1938.0
Gökcen ÖZDOÐAN ENÇ;24;AK PARTÝ;ANTALYA;1976.0
Gürkut ACAR;24;CHP;ANTALYA;1948
Hüseyin SAMANÝ;24;AK PARTÝ;ANTALYA;1964.0
Mehmet GÜNAL;24;MHP;ANTALYA;1964.0
Mehmet Vecdi GÖNÜL;24;AK PARTÝ;ANTALYA;1939.0
Menderes M. Tevfik TÜREL;24;AK PARTÝ;ANTALYA;1964
Mevlüt ÇAVUÞOÐLU;24;AK PARTÝ;ANTALYA;1968.0
Osman KAPTAN;24;CHP;ANTALYA;1946.0
Sadýk BADAK;24;AK PARTÝ;ANTALYA;1955.0
Tunca TOSKAY;24;MHP;ANTALYA;1939.0
Yýldýray SAPAN;24;CHP;ANTALYA;1967
Yusuf Ziya ÝRBEÇ;24;MHP;ANTALYA;1959.0
Ensar ÖÐÜT;24;CHP;ARDAHAN;1946.0
Orhan ATALAY;24;AK PARTÝ;ARDAHAN;1965.0
Ýsrafil KIÞLA;24;AK PARTÝ;ARTVÝN;1959.0
Uður BAYRAKTUTAN;24;CHP;ARTVÝN;1965.0
Ali UZUNIRMAK;24;MHP;AYDIN;1958.0
Ali Gültekin KILINÇ;24;AK PARTÝ;AYDIN;1959.0
Bülent TEZCAN;24;CHP;AYDIN;1965.0
Mehmet ERDEM;24;AK PARTÝ;AYDIN;1966.0
Metin Lütfi BAYDAR;24;CHP;AYDIN;1960
Osman AYDIN;24;CHP;AYDIN;1955.0
Semiha ÖYÜÞ;24;AK PARTÝ;AYDIN;1960.0
Ahmet Duran BULUT;24;MHP;BALIKESÝR;1953.0
Ahmet Edip UÐUR;24;AK PARTÝ;BALIKESÝR;1950.0
Ali AYDINLIOÐLU;24;AK PARTÝ;BALIKESÝR;1958.0
Ayþe Nedret AKOVA;24;CHP;BALIKESÝR;1948.0
Haluk Ahmet GÜMÜÞ;24;CHP;BALIKESÝR;1960.0
Mehmet Cemal ÖZTAYLAN;24;AK PARTÝ;BALIKESÝR;1954.0
Namýk HAVUTÇA;24;CHP;BALIKESÝR;1957.0
Tülay BABUÞCU;24;AK PARTÝ;BALIKESÝR;1976
Muhammet Rýza YALÇINKAYA;24;CHP;BARTIN;1955.0
Yýlmaz TUNÇ;24;AK PARTÝ;BARTIN;1971
Ayla AKAT ATA;24;HDP;BATMAN;1976.0
Bengi YILDIZ;24;HDP;BATMAN;1965.0
Mehmet ÞÝMÞEK;24;AK PARTÝ;BATMAN;1967
Ziver ÖZDEMÝR;24;AK PARTÝ;BATMAN;1965.0
Bünyamin ÖZBEK;24;AK PARTÝ;BAYBURT;1973.0
Bahattin ÞEKER;24;MHP;BÝLECÝK;1956.0
Fahrettin POYRAZ;24;AK PARTÝ;BÝLECÝK;1968.0
Cevdet YILMAZ;24;AK PARTÝ;BÝNGÖL;1967.0
Eþref TAÞ;24;AK PARTÝ;BÝNGÖL;1965.0
Ýdris BALUKEN;24;HDP;BÝNGÖL;1976.0
Hüsamettin ZENDERLÝOÐLU;24;HDP;BÝTLÝS;1949
Vahit KÝLER;24;AK PARTÝ;BÝTLÝS;1966.0
Vedat DEMÝRÖZ;24;AK PARTÝ;BÝTLÝS;1956.0
Ali ERCOÞKUN;24;AK PARTÝ;BOLU;1971.0
Fehmi KÜPÇÜ;24;AK PARTÝ;BOLU;1974.0
Tanju ÖZCAN;24;CHP;BOLU;1973.0
Bayram ÖZÇELÝK;24;AK PARTÝ;BURDUR;1966
Hasan Hami YILDIRIM;24;BAÐIMSIZ;BURDUR;1963.0
Ramazan Kerim ÖZKAN;24;CHP;BURDUR;1958.0
Aykan ERDEMÝR;24;CHP;BURSA;1974.0
Bedrettin YILDIRIM;24;AK PARTÝ;BURSA;1951.0
Bülent ARINÇ;24;AK PARTÝ;BURSA;1948.0
Canan CANDEMÝR ÇELÝK;24;AK PARTÝ;BURSA;1974.0
Hakan ÇAVUÞOÐLU;24;AK PARTÝ;BURSA;1972.0
Hüseyin ÞAHÝN;24;AK PARTÝ;BURSA;1968
Ýlhan DEMÝRÖZ;24;CHP;BURSA;1951.0
Ýsmail AYDIN;24;AK PARTÝ;BURSA;1971.0
Ýsmet SU;24;AK PARTÝ;BURSA;1959.0
Ýsmet BÜYÜKATAMAN;24;MHP;BURSA;1953.0
Kemal EKÝNCÝ;24;CHP;BURSA;1948.0
Mustafa ÖZTÜRK;24;AK PARTÝ;BURSA;1965
Mustafa Kemal ÞERBETÇÝOÐLU;24;AK PARTÝ;BURSA;1969.0
Necati ÖZENSOY;24;MHP;BURSA;1961.0
Önder MATLI;24;AK PARTÝ;BURSA;1972.0
Sena KALELÝ;24;CHP;BURSA;1956.0
Turhan TAYAN;24;CHP;BURSA;1943.0
Tülin ERKAL KARA;24;AK PARTÝ;BURSA;1969.0
Ali SARIBAÞ;24;CHP;ÇANAKKALE;1955.0
Ýsmail KAÞDEMÝR;24;AK PARTÝ;ÇANAKKALE;1978
Mehmet DANÝÞ;24;AK PARTÝ;ÇANAKKALE;1971.0
Mustafa Serdar SOYDAN;24;CHP;ÇANAKKALE;1967.0
Hüseyin FÝLÝZ;24;AK PARTÝ;ÇANKIRI;1958.0
Ýdris ÞAHÝN;24;AK PARTÝ;ÇANKIRI;1974.0
Cahit BAÐCI;24;AK PARTÝ;ÇORUM;1964.0
Murat YILDIRIM;24;AK PARTÝ;ÇORUM;1958.0
Salim USLU;24;AK PARTÝ;ÇORUM;1955.0
Tufan KÖSE;24;CHP;ÇORUM;1967.0
Adnan KESKÝN;24;CHP;DENÝZLÝ;1942.0
Bilal UÇAR;24;AK PARTÝ;DENÝZLÝ;1969
Emin Haluk AYHAN;24;MHP;DENÝZLÝ;1957.0
Ýlhan CÝHANER;24;CHP;DENÝZLÝ;1968.0
Mehmet YÜKSEL;24;AK PARTÝ;DENÝZLÝ;1955
Nihat ZEYBEKCÝ;24;AK PARTÝ;DENÝZLÝ;1961.0
Nurcan DALBUDAK;24;AK PARTÝ;DENÝZLÝ;1979.0
Altan TAN;24;HDP;DÝYARBAKIR;1958.0
Cuma ÝÇTEN;24;AK PARTÝ;DÝYARBAKIR;1973.0
Emine AYNA;24;DBP;DÝYARBAKIR;1968.0
Leyla ZANA;24;HDP;DÝYARBAKIR;1961.0
Mehmet Galip ENSARÝOÐLU;24;AK PARTÝ;DÝYARBAKIR;1966.0
Mehmet Mehdi EKER;24;AK PARTÝ;DÝYARBAKIR;1956.0
Mehmet Süleyman HAMZAOÐULLARI;24;AK PARTÝ;DÝYARBAKIR;1975.0
Mine LÖK BEYAZ;24;AK PARTÝ;DÝYARBAKIR;1973
Nursel AYDOÐAN;24;HDP;DÝYARBAKIR;1958.0
Oya ERONAT;24;AK PARTÝ;DÝYARBAKIR;1962.0
Þerafettin ELÇÝ;24;KADEP;DÝYARBAKIR;1938.0
Fevai ARSLAN;24;AK PARTÝ;DÜZCE;1966.0
Ýbrahim KORKMAZ;24;AK PARTÝ;DÜZCE;1960.0
Osman ÇAKIR;24;AK PARTÝ;DÜZCE;1964.0
Kemal DEÐÝRMENDERELÝ;24;CHP;EDÝRNE;1958.0
Mehmet MÜEZZÝNOÐLU;24;AK PARTÝ;EDÝRNE;1955
Recep GÜRKAN;24;CHP;EDÝRNE;1964
Enver ERDEM;24;MHP;ELAZIÐ;1963.0
Faruk SEPTÝOÐLU;24;AK PARTÝ;ELAZIÐ;1961
Sermin BALIK;24;AK PARTÝ;ELAZIÐ;1972.0
Þuay ALPAY;24;AK PARTÝ;ELAZIÐ;1960.0
Zülfü DEMÝRBAÐ;24;AK PARTÝ;ELAZIÐ;1956
Muharrem IÞIK;24;CHP;ERZÝNCAN;1966.0
Sebahattin KARAKELLE;24;AK PARTÝ;ERZÝNCAN;1950
Adnan YILMAZ;24;AK PARTÝ;ERZURUM;1953.0
Cengiz YAVÝLÝOÐLU;24;AK PARTÝ;ERZURUM;1970.0
Fazilet DAÐCI ÇIÐLIK;24;AK PARTÝ;ERZURUM;1973.0
Muhyettin AKSAK;24;AK PARTÝ;ERZURUM;1957.0
Oktay ÖZTÜRK;24;MHP;ERZURUM;1951
Recep AKDAÐ;24;AK PARTÝ;ERZURUM;1960.0
Bedii Süheyl BATUM;24;BAÐIMSIZ;ESKÝÞEHÝR;1955.0
Kazým KURT;24;CHP;ESKÝÞEHÝR;1957.0
Nabi AVCI;24;AK PARTÝ;ESKÝÞEHÝR;1953
Ruhsar DEMÝREL;24;MHP;ESKÝÞEHÝR;1963.0
Salih KOCA;24;AK PARTÝ;ESKÝÞEHÝR;1972.0
Ülker CAN;24;AK PARTÝ;ESKÝÞEHÝR;1963.0
Abdullah Nejat KOÇER;24;AK PARTÝ;GAZÝANTEP;1963.0
Ali ÞAHÝN;24;AK PARTÝ;GAZÝANTEP;1970.0
Ali SERÝNDAÐ;24;CHP;GAZÝANTEP;1951.0
Derya BAKBAK;24;AK PARTÝ;GAZÝANTEP;1972.0
Edip Semih YALÇIN;24;MHP;GAZÝANTEP;1958.0
Fatma ÞAHÝN;24;AK PARTÝ;GAZÝANTEP;1966
Hüseyin ÇELÝK;24;AK PARTÝ;GAZÝANTEP;1959.0
Ýbrahim Halil MAZICIOÐLU;24;AK PARTÝ;GAZÝANTEP;1960.0
Mehmet SARI;24;AK PARTÝ;GAZÝANTEP;1968.0
Mehmet ERDOÐAN;24;AK PARTÝ;GAZÝANTEP;1956
Mehmet ÞEKER;24;CHP;GAZÝANTEP;1963
Þamil TAYYAR;24;AK PARTÝ;GAZÝANTEP;1965.0
Adem TATLI;24;AK PARTÝ;GÝRESUN;1968.0
Mehmet GELDÝ;24;AK PARTÝ;GÝRESUN;1960.0
Nurettin CANÝKLÝ;24;AK PARTÝ;GÝRESUN;1960.0
Selahattin KARAAHMETOÐLU;24;CHP;GÝRESUN;1960.0
Feramuz ÜSTÜN;24;AK PARTÝ;GÜMÜÞHANE;1970
Kemalettin AYDIN;24;AK PARTÝ;GÜMÜÞHANE;1962
Adil ZOZANÝ;24;HDP;HAKKARÝ;1970
Esat CANAN;24;HDP;HAKKARÝ;1950
Selahattin DEMÝRTAÞ;24;HDP;HAKKARÝ;1973.0
Adem YEÞÝLDAL;24;AK PARTÝ;HATAY;1976.0
Adnan Þefik ÇÝRKÝN;24;MHP;HATAY;1962.0
Hacý Bayram TÜRKOÐLU;24;AK PARTÝ;HATAY;1954
Hasan AKGÖL;24;CHP;HATAY;1966.0
Mehmet ÖNTÜRK;24;AK PARTÝ;HATAY;1970.0
Mehmet Ali EDÝBOÐLU;24;CHP;HATAY;1968.0
Mevlüt DUDU;24;CHP;HATAY;1966.0
Orhan KARASAYAR;24;AK PARTÝ;HATAY;1965
Refik ERYILMAZ;24;CHP;HATAY;1964
Sadullah ERGÝN;24;AK PARTÝ;HATAY;1964.0
Pervin BULDAN;24;HDP;IÐDIR;1967
Sinan OÐAN;24;MHP;IÐDIR;1969.0
Ali Haydar ÖNER;24;CHP;ISPARTA;1948.0
Recep ÖZEL;24;AK PARTÝ;ISPARTA;1969.0
Süleyman Nevzat KORKMAZ;24;MHP;ISPARTA;1965.0
Süreyya Sadi BÝLGÝÇ;24;AK PARTÝ;ISPARTA;1961.0
Abdullah Levent TÜZEL;24;HDP;ÝSTANBUL;1961.0
Abdülkadir AKSU;24;AK PARTÝ;ÝSTANBUL;1944.0
Ahmet Baha ÖÐÜTKEN;24;AK PARTÝ;ÝSTANBUL;1961
Ahmet Haldun ERTÜRK;24;AK PARTÝ;ÝSTANBUL;1955.0
Ahmet Kutalmýþ TÜRKEÞ;24;BAÐIMSIZ;ÝSTANBUL;1978.0
Alev DEDEGÝL;24;AK PARTÝ;ÝSTANBUL;1958
Ali ÖZGÜNDÜZ;24;CHP;ÝSTANBUL;1965.0
Atila KAYA;24;MHP;ÝSTANBUL;1957
Aydýn Aðan AYAYDIN;24;CHP;ÝSTANBUL;1951.0
Aykut ERDOÐDU;24;CHP;ÝSTANBUL;1972.0
Ayþe Eser DANIÞOÐLU;24;CHP;ÝSTANBUL;1962
Ayþe Nur BAHÇEKAPILI;24;AK PARTÝ;ÝSTANBUL;1954.0
Bihlun TAMAYLIGÝL;24;CHP;ÝSTANBUL;1966.0
Binnaz TOPRAK;24;CHP;ÝSTANBUL;1942.0
Burhan KUZU;24;AK PARTÝ;ÝSTANBUL;1955.0
Bülent TURAN;24;AK PARTÝ;ÝSTANBUL;1975.0
Celal ADAN;24;MHP;ÝSTANBUL;1951
Celal DÝNÇER;24;CHP;ÝSTANBUL;1957
Durmuþali TORLAK;24;MHP;ÝSTANBUL;1962.0
Egemen BAÐIÞ;24;AK PARTÝ;ÝSTANBUL;1970.0
Ekrem ERDEM;24;AK PARTÝ;ÝSTANBUL;1948.0
Engin ALAN;24;MHP;ÝSTANBUL;1945
Enver YILMAZ;24;AK PARTÝ;ÝSTANBUL;1970
Ercan CENGÝZ;24;MEP;ÝSTANBUL;1957
Erdoðan TOPRAK;24;CHP;ÝSTANBUL;1959.0
Erol KAYA;24;AK PARTÝ;ÝSTANBUL;1959
Faik TUNAY;24;CHP;ÝSTANBUL;1981.0
Fatma Nur SERTER;24;CHP;ÝSTANBUL;1948.0
Ferit Mevlüt ASLANOÐLU;24;CHP;ÝSTANBUL;1952
Feyzullah KIYIKLIK;24;AK PARTÝ;ÝSTANBUL;1949.0
Gülay DALYAN;24;AK PARTÝ;ÝSTANBUL;1962.0
Gürsel TEKÝN;24;CHP;ÝSTANBUL;1964.0
Gürsoy EROL;24;AK PARTÝ;ÝSTANBUL;1956
Hakan ÞÜKÜR;24;BAÐIMSIZ;ÝSTANBUL;1971
Halide ÝNCEKARA;24;AK PARTÝ;ÝSTANBUL;1959.0
Haluk EYÝDOÐAN;24;CHP;ÝSTANBUL;1950.0
Harun KARACA;24;AK PARTÝ;ÝSTANBUL;1962.0
Hüseyin BÜRGE;24;AK PARTÝ;ÝSTANBUL;1955.0
Ýbrahim YÝÐÝT;24;AK PARTÝ;ÝSTANBUL;1947
Ýdris GÜLLÜCE;24;AK PARTÝ;ÝSTANBUL;1950.0
Ýhsan ÖZKES;24;CHP;ÝSTANBUL;1957.0
Ýhsan BARUTÇU;24;BAÐIMSIZ;ÝSTANBUL;1959
Ýsmail SAFÝ;24;AK PARTÝ;ÝSTANBUL;1968.0
Ýsmet UÇMA;24;AK PARTÝ;ÝSTANBUL;1955.0
Kadir Gökmen ÖÐÜT;24;CHP;ÝSTANBUL;1959.0
